ALL COLLEGE,,,,,,,,,,,
(As on Date:  18-7-2026  3:3:40),,,,,,,,,,,
Aishe Code,Name,State,District,Website,Year Of Establishment,Location,College Type,Manegement,University Aishe Code,University Name,University Type
C-50565,"Nirja Education Trust Sanchalit B.Ed and M.Ed College, Lunawada ",Gujarat,Mahisagar,www.mahisagarcolleges.com,2016,Rural,Affiliated College,Private Un-Aided,U-0782,SHRI GOVIND GURU UNIVERSITY,State Public University
C-11667,"Nirmala Arts & Science College, Nirmala Hills, Mulanthuruthy P.O. Emakulam - 682 314",Kerala,Ernakulam,www.nirmalacollegemty.edu.in,2007,Rural,Affiliated College,Private Un-Aided,U-0262,"Mahatma Gandhi University, Kottayam",State Public University
C-70522,NIRMALABAI SHAMRAO SHIRSAT MAHAVIDYALAY KAMATHWADA TA KARANJA LAD DIST WASHIM,Maharashtra,Washim,www.nssc.com,-,Rural,Affiliated College,Private Un-Aided,U-0310,"Kavi Kulguru Kalidas Sanskrit Vishwavidyalaya, Ramtek",State Public University
C-60060,NIRMALABEN KISHORBHAI DESAI SCIENCE COLLEGE,Gujarat,Valsad,www.nkdsciencecollege.com,2018,Rural,Affiliated College,Private Un-Aided,U-0153,"Veer Narmad South Gujarat University, Surat",State Public University
C-26682,"Nirmala Chitrakalashale, Hasan",Karnataka,Hassan,Kannadauniversity.org,1981,Urban,Recognized Center,Private Aided (Government Aided),U-0226,"Kannada University, Hampi, Kamalapura",State Public University
C-65817,NIRMALA CHITTA TEACHERS TRAINING INSTITUTE,West Bengal,Purulia,http://nctti.org.in,2019,Rural,Affiliated College,Private Aided (Government Aided),U-0766,Baba Saheb Ambedkar Education University,State Public University
C-15073,Nirmala College,Jharkhand,Ranchi,www.nirmalacollegeranchi.com,1969,Urban,Affiliated College,Private Aided (Government Aided),U-0209,"Ranchi University, Ranchi",State Public University
C-61146,NIRMALA COLLEGE,Madhya Pradesh,Ujjain,nirmalacollegeujjain.com,2018,Rural,Affiliated College,Private Un-Aided,U-0291,"Vikram University, Ujjain",State Public University
C-41069,Nirmala College for Women,Tamil Nadu,Coimbatore,nirmalacollegeonline.ac.in,1948,Urban,Autonomous College,Private Aided (Government Aided),U-0447,"Bharathiar University, Coimbatore",State Public University
C-11839,"Nirmala College, Muvattupuzha - 686 661",Kerala,Ernakulam,www.nirmalacollege.ac.in,1953,Rural,Affiliated College,Private Aided (Government Aided),U-0262,"Mahatma Gandhi University, Kottayam",State Public University
C-51997,"NIRMALA COLLEGE OF ARTS & SCIENCE, KUNNAPPILLY P.O. MELOOR,CHALAKUDY, THRISSUR",Kerala,Thrissur,www.nirmalacollege.edu.in,2014,Rural,Affiliated College,Private Un-Aided,U-0251,"UNIVERSITY OF CALICUT, MALAPPURAM",State Public University
C-33821,"Nirmala College of Commerce, Rani Sati Muncipal School Bldg, Rani Sati Marg, Malad (E) Mumbai 400097",Maharashtra,Mumbai Suburban,nmfmalad.edu.in,2007,Urban,Affiliated College,Private Un-Aided,U-0318,University of Mumbai,State Public University
C-30215,Nirmala College of Education,Andhra Pradesh,Y.S.R. Kadapa,nirmalacollegeofeducation.in,2009,Urban,Affiliated College,Private Un-Aided,U-0045,"Yogi Vemana University, Kadapa",State Public University
C-58471,Nirmala College Of Education,Madhya Pradesh,Ujjain,www.nirmalacollegeofeducation.com,2017,Rural,Affiliated College,Private Un-Aided,U-0291,"Vikram University, Ujjain",State Public University
C-43316,NIRMALA COLLEGE OF ENGINEERING TECHNOLOGY AND MANAGEMENT,Kerala,Thrissur,http://www.nirmalacollege.edu.in,2010,Rural,Affiliated College,Private Un-Aided,U-0786,A P J ABDUL KALAM TECHNOLOGICAL UNIVERSITY,State Public University
C-55710,NIRMALA COLLEGE OF HEALTH SCIENCE,Kerala,Thrissur,www.nchs.nirmalacollege.edu.in,2015,Rural,Affiliated College,Private Un-Aided,U-0630,KERALA UNIVERSITY OF HEALTH SCIENCES,State Public University
C-69299,NIRMALA COLLEGE OF NURSING,Jharkhand,Palamu,www.ncn.ac.in,2021,Urban,Affiliated College,Private Aided (Government Aided),U-0208,"Nilamber-Pitamber University, Palamu",State Public University
C-30625,"Nirmala College of Nursing, Anantapur",Andhra Pradesh,Ananthapuramu,nirmalacollegeofnursing.com,2005,Rural,Affiliated College,Private Un-Aided,U-0008,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-46581,"NIRMALA COLLEGE OF NURSING, BHADRAVATHI",Karnataka,Shivamogga,www.nirmahospson.org,2011,Urban,Affiliated College,Private Un-Aided,U-0240,"Rajiv Gandhi University of Health Sciences, Bangalore",State Public University
C-8202,"NIRMALA COLLEGE OF NURSING, KOZHIKKODE",Kerala,Kozhikode,www.nirmalanursingcollege.com,2003,Urban,Affiliated College,Private Un-Aided,U-0630,KERALA UNIVERSITY OF HEALTH SCIENCES,State Public University
C-27007,Nirmala College of Pharmacy,Andhra Pradesh,Y.S.R. Kadapa,www.nicpkdp.org,2001,Urban,Affiliated College,Private Un-Aided,U-0016,"Jawaharlal Nehru Technological University, Anantapur",State Public University
C-39481,"Nirmala College of Pharmacy, Mangalagiri",Andhra Pradesh,Guntur,www.ncpacsag.ac.in,2004,Rural,Affiliated College,Private Un-Aided,U-0003,"Acharya Nagarjuna University, Guntur",State Public University
C-11727,"Nirmala College of Pharmacy, Muvattupuzha - 686 661",Kerala,Ernakulam,www.nirmalacp.org,2004,Rural,Affiliated College,Private Un-Aided,U-0630,KERALA UNIVERSITY OF HEALTH SCIENCES,State Public University
C-53983,NIRMALA DEGREE COLLEGE,Uttar Pradesh,Hardoi,-,2015,Rural,Affiliated College,Private Un-Aided,U-0524,UNIVERSITY OF LUCKNOW,State Public University
C-47373,NIRMALA DEVI DEGREE COLLEGE JAAM KANHARGAON DISTRICT SEONI,Madhya Pradesh,Seoni,www.nddcjaam.com,2010,Rural,Affiliated College,Private Un-Aided,U-1084,"Raja Shankar Shah University,Chhindwara",State Public University
C-73540,NIRMALA DEVI PHARMACY COLLEGE NAYANSAND GAURABADSHAHPUR JAUNPUR,Uttar Pradesh,Jaunpur,www.ndpc.co.in,-,Urban,Affiliated College,Private Un-Aided,U-0549,"Dr.A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY ,LUCKNOW",State Public University
C-68719,"NIRMALAGIRI COLLEGE OF ADVANCED STUDIES, KUTHUPARAMBA",Kerala,Kannur,-,-,Rural,Affiliated College,Private Un-Aided,U-0256,"Kannur University, Kannur",State Public University
C-43783,"Nirmalagiri College,PO-Nirmalagiri",Kerala,Kannur,www.nirmalagiricollege.ac.in,1964,Rural,Affiliated College,Private Aided (Government Aided),U-0256,"Kannur University, Kannur",State Public University
C-30850,Nirmala Institute of Education Altinho Panaji,Goa,North Goa,www.nirmalainstitute.org,1963,Urban,Affiliated College,Private Aided (Government Aided),U-0121,"Goa University, Goa",State Public University
C-73078,NIRMALA INSTITUTE OF NURSING AND PARAMEDICAL SCIENCES,Uttar Pradesh,Hardoi,https://nirmalainstitutehardoi.in/,-,Rural,Affiliated College,Private Un-Aided,U-1205,ATAL BIHARI VAJPAYEE MEDICAL UNIVERSITY,State Public University
C-52952,NIRMALA INSTITUTE OF WOMENS EDUCATION AND TECHNOLOGY ,Uttar Pradesh,Sultanpur,www.niweducollege.in,2015,Urban,Affiliated College,Private Un-Aided,U-0510,"Dr. Ram Manohar Lohia  Awadh University, Faizabad",State Public University
C-54278,"Nirmala Kothari Mahavidyalaya, Sawar",Rajasthan,Ajmer,www.nkttc.com,2013,Rural,Affiliated College,Private Un-Aided,U-0408,"Maharishi Dayanand Saraswati University, Ajmer",State Public University
C-33607,"Nirmala Memorial Foundation College of Commerce and Science, Near Thakur Polytechnic, 90  Feet Road, Thakur Complex, Kandivli (E), Mumbai-400 101",Maharashtra,Mumbai Suburban,www.nirmala.edu.in,2003,Urban,Affiliated College,Private Un-Aided,U-0318,University of Mumbai,State Public University
C-33659,"Nirmala Memorial Foundation College of Education. D.S.Road, Asha Nagar, Thakur Complex, Kandivali (E) Mumbai  400 101",Maharashtra,Mumbai Suburban,nmfbed.edu.in,2008,Urban,Affiliated College,Private Un-Aided,U-0318,University of Mumbai,State Public University
C-11819,"Nirmala Sadan Training College For Special Education, Muvattupuzha 686 661",Kerala,Ernakulam,www.nirmalasadan.org,2003,Rural,Affiliated College,Private Un-Aided,U-0262,"Mahatma Gandhi University, Kottayam",State Public University
C-70959,"NIRMALA SANSKRIT MAHAVIDYALAYA, RATASI, BADLAPUR, JAUNPUR",Uttar Pradesh,Jaunpur,-,-,Rural,Affiliated College,Private Un-Aided,U-0537,"Sampurnanand Sanskrit Vishwavidyalaya,  Varanasi",State Public University
C-66011,NIRMALATAI KAKADE ARTS COMMERCE AND SCIENCE COLLEGE SHEVGAON ,Maharashtra,Ahilyanagar,www.kakadeinstitutes.in,1953,Rural,Affiliated College,Private Un-Aided,U-0323,Savitribai Phule Pune University,State Public University
C-11598,"Nirmala Training College, Thalacode P.O., Mulanthuruthy, Ernakulam- 682 314.",Kerala,Ernakulam,www.nirmalatrainingcollege.com,2006,Rural,Affiliated College,Private Un-Aided,U-0262,"Mahatma Gandhi University, Kottayam",State Public University
C-70438,NIRMAL COLLEGE OF PHARMACY,Rajasthan,Karauli,https://www.nirmalcollegeofpharmacy.com/,-,Urban,Affiliated College,Private Un-Aided,U-0420,"Rajasthan University of Health Sciences, Jaipur",State Public University
C-33786,"Nirmal Education Societys Nirmal Degree College of Commerce, Kandivali (W) , Mumbai - 400 067",Maharashtra,Mumbai,www.nirmaldegreecollege.ac.in,2007,Urban,Affiliated College,Private Un-Aided,U-0318,University of Mumbai,State Public University
C-70510,"NIRMAL EDUCATION SOCIETYS, SUBHASH DESAI COLLEGE OF LAW",Maharashtra,Mumbai Suburban,https://www.sdlawcollege.in/,-,Urban,Affiliated College,Private Un-Aided,U-0318,University of Mumbai,State Public University
C-34143,"Nirmal Education Society Vidya Niketan Degree College of Commerce, Pant Nagar BMC School No. 2, Opp. Acharya Atre Ground, Pant nagar Ghatkopar East, Mumbai - 400 075",Maharashtra,Mumbai Suburban,www.vndc.co.in,2007,Urban,Affiliated College,Private Un-Aided,U-0318,University of Mumbai,State Public University
C-28865,"NIRMAL GANGA INSTITUTE OF EDUCATION JARGAWAN, BULANDHSAHR",Uttar Pradesh,Bulandshahr,nrimalgangainstituteofeducation.org,2009,Rural,Affiliated College,Private Un-Aided,U-0506,"Chaudhary Charan Singh University, Meerut",State Public University
C-17179,Nirmal Haloi College,Assam,Bajali,www.nhcollege.ac.in,1979,Urban,Affiliated College,State Government,U-0052,"Gauhati University, Guwahati",State Public University
C-27403,"Nirmal Hriday Degree College, # 4-55, Opp. Railway Station, Singareni (V&M)",Telangana,Khammam,-,2007,Rural,Affiliated College,Private Un-Aided,U-0019,"Kakatiya University, Warangal",State Public University
C-34626," NIRMAL KRIDA AND SAMAJ PRABODHAN TRUST'S ARTS SCIENCE AND COMMERCE COLLEGE, BADNAPUR. DIST JALNA.",Maharashtra,Jalna,www.nkspt.in,1997,Urban,Affiliated College,Private Aided (Government Aided),U-0298,"Dr. Babasaheb Ambedkar Marathwada University, Chhatrapati Sambhajinagar",State Public University
C-19387,"Nirmal Mahavidhyalaya, Hindauncity",Rajasthan,Karauli,www.nirmaleducation.com,2006,Urban,Affiliated College,Private Un-Aided,U-0387,"Kota University, Kota",State Public University
C-70706,"NIRMAL MAHTO EVENING COLLEGE, BERGI, GIRIDIH",Jharkhand,Giridih,nmecgrd.in,-,Rural,Affiliated College,Private Un-Aided,U-0212,"Vinoba Bhave University, Hazaribagh",State Public University
C-63374,Nirmal Moolchani shikshan prashikshan sansthan Mahila Mahavidyalaya Nasirpur Hansrajpur Ghazipur,Uttar Pradesh,Ghazipur,www.nirmalmoolchani.org.in,2018,Rural,Affiliated College,Private Un-Aided,U-0550,"Veer Bahadur Singh Purvanchal University, Jaunpur",State Public University
C-58044,nirmal shikshak prashikshan sansthan munderi,Rajasthan,Jhalawar,www.nirmalbedjhalawar.com,2017,Rural,Affiliated College,Private Un-Aided,U-0387,"Kota University, Kota",State Public University
C-64513,NIRMAL SPECIAL SHIKSHAN PRASHIKSHAN MAHAVIDAYALAYA MUNDERI TEH ASNAWAR DIST JHALAWAR,Rajasthan,Jhalawar,-,-,Rural,Affiliated College,State Government,U-0387,"Kota University, Kota",State Public University
C-19381,"Nirmal T.T. College, Hindauncity, Karauli",Rajasthan,Karauli,www.nirmaleducation.org,2007,Urban,Affiliated College,Private Un-Aided,U-0387,"Kota University, Kota",State Public University
C-64048,NIRMANA INSTITUTE OF MANAGEMENT AND TECHNOLOGY,Odisha,Khordha,www.nirmana.ac.in,2020,Rural,Affiliated College,Private Un-Aided,U-0365,"Utkal University of Culture, Bhubaneswar",State Public University
C-76416,NIRMANA INSTITUTE OF PROFESSIONAL STUDIES,Odisha,Khordha,-,2025,Urban,Affiliated College,Private Un-Aided,U-0366,"Utkal University, Bhubaneswar",State Public University
C-65434,NIRMAN CAMPUS OF EDUCATION RESEARCH AND TRAINING,Punjab,Sangrur,www.nirmancampus.co.in,2021,Rural,Affiliated College,Private Un-Aided,U-0811,"MAHARAJA RANJIT SINGH PUNJAB TECHNICAL UNIVERSITY, BATHINDA",State Public University
C-75003,"NIRMITI DEGREE COLLEGE OF ARTS, COMMERCE AND SCIENCE",Maharashtra,Thane,nirmitidegreecollege.in,2022,Urban,Affiliated College,Private Un-Aided,U-0318,University of Mumbai,State Public University
C-62496,"Nirmla Kothari Teachers Training College, Sawar",Rajasthan,Ajmer,www.nkttc.com,2019,Rural,Affiliated College,Private Un-Aided,U-0408,"Maharishi Dayanand Saraswati University, Ajmer",State Public University
C-19036,"NIRSU NARAYAN COLLEGE, SINGHARA, VAISHALI",Bihar,Vaishali,https://nncollege.co.in,1970,Rural,Affiliated College,Private Aided (Government Aided),U-0058,"Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur",State Public University
C-47779,NIRVANASWAMY SAMSKRIT COLLEGE,Karnataka,Bengaluru South,ksu.ac.in,2012,Rural,Affiliated College,Private Un-Aided,U-0625,Karnataka Sanskrit University,State Public University
C-76866,NIRVINDHYA LAW MAHAVIDHYALAYA,Madhya Pradesh,Rajgarh,www.nvmbiaora.in,2025,Rural,Affiliated College,Private Un-Aided,U-0269,"Barkatullah University, Bhopal",State Public University
C-35315,"Nirvindiya Mahavidyalay, Biaora, Distt. Rajgarh",Madhya Pradesh,Rajgarh,https://www.nvmbiaora.com/,1999,Rural,Affiliated College,Private Un-Aided,U-0269,"Barkatullah University, Bhopal",State Public University
C-31814,"NISAD COLLEGE OF NARSING  & ALLIED SCIENCE'S, SATNA",Madhya Pradesh,Satna,www.nishadcollege.com,2008,Rural,Affiliated College,Private Aided (Government Aided),U-0268,"Awadesh Pratap Singh University, Rewa",State Public University
C-17537,"Nisarga College of Management,Kollegal",Karnataka,Chamarajanagar,www.manasaedu.org,1997,Urban,Affiliated College,Private Un-Aided,U-1290,CHAMARAJANAGARA UNIVERSITY,State Public University
C-40087,Nisarga College of Nursing,Karnataka,Hassan,www.nisargainstitute.com,2003,Urban,Affiliated College,Private Un-Aided,U-0240,"Rajiv Gandhi University of Health Sciences, Bangalore",State Public University
C-64788,NISARGA COLLEGE OF PHYSIOTHERAPY,Karnataka,Hassan,www.nisargainstitute.com,-,Rural,Affiliated College,Private Un-Aided,U-0240,"Rajiv Gandhi University of Health Sciences, Bangalore",State Public University
C-54242,Nisarga Degree College,Karnataka,Kolar,www.nisargadegreecollege.in,2014,Rural,Affiliated College,Private Un-Aided,U-0972,BENGALURU NORTH UNIVERSITY,State Public University
C-54659,NISARGA DEGREE EVENING COLLEGE,Karnataka,Bengaluru Urban,www.nisarga.com,2012,Urban,Affiliated College,Private Un-Aided,U-0215,"Bangalore University, Bangalore",State Public University
C-76785,NISARGA FIRST GRADE COLLEGE,Karnataka,Bengaluru Urban,www.nisargavidyavahini.org,2024,Urban,Affiliated College,Private Un-Aided,U-0215,"Bangalore University, Bangalore",State Public University
C-64787,NISARGA INSTITUTE OF ALLIED HEALTH SCIENCES,Karnataka,Hassan,www.nisargainstitute.com,-,Urban,Affiliated College,Private Un-Aided,U-0240,"Rajiv Gandhi University of Health Sciences, Bangalore",State Public University
C-17447,"Nisarga Institute of Education, Kollegal",Karnataka,Chamarajanagar,nisargabed.com,2004,Urban,Affiliated College,Private Un-Aided,U-1290,CHAMARAJANAGARA UNIVERSITY,State Public University
C-76422,NISHA DEGREE COLLEGE,Bihar,Pashchim Champaran,nishacollege.com,2021,Rural,Affiliated College,Private Un-Aided,U-0058,"Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur",State Public University
C-56464,NISHA MEMORIAL COLLEGE FOR EDUCATION ,Madhya Pradesh,Panna,www.nishamemocollege.com,2016,Rural,Affiliated College,Private Un-Aided,U-0810,MAHARAJA CHHATRASAL BUNDELKHAND UNIVERSITY,State Public University
C-53771,NISHA MEMORIAL INSTITUTE FOR COMPUTER EDUCATION ,Madhya Pradesh,Panna,www.nishamemocollege.com,2011,Rural,Recognized Center,Private Un-Aided,U-0283,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal",State Public University
C-73172,NISHAT HOSPITALS & INSTITUTE OF PARAMEDICAL SCIENCES AND COLLEGE OF NURSING,Uttar Pradesh,Bara Banki,www.nishatinstitute.com,-,Rural,Affiliated College,Private Un-Aided,U-1205,ATAL BIHARI VAJPAYEE MEDICAL UNIVERSITY,State Public University
C-53332,"Nishitha Commerce & Science College, Nizamabad (5003)",Telangana,Nizamabad,www.nishithacs.org,2013,Urban,Affiliated College,Private Un-Aided,U-0040,"Telangana University, Nizamabad",State Public University
C-56115,"Nishitha Degree College (MBA&MCA), Nizamabad (5174)",Telangana,Nizamabad,www.nishitha.co.in,1995,Urban,Affiliated College,Private Un-Aided,U-0040,"Telangana University, Nizamabad",State Public University
C-35032,"Nishitha Degree College, Nizamabad (5022)",Telangana,Nizamabad,www.nishitha.org,1994,Urban,Autonomous College,Private Un-Aided,U-0040,"Telangana University, Nizamabad",State Public University
C-69804,NISHTHA CHAUDHARY MAHAVIDHYALAY MURSAN HATHRAS,Uttar Pradesh,Hathras,www.ncdc2738,-,Urban,Affiliated College,Private Un-Aided,U-1220,RAJA MAHENDRA PRATAP SINGH UNIVERSITY,State Public University
C-71866,NISHTHA COLLEGE OF EDUCATION,Madhya Pradesh,Datia,-,-,Rural,Affiliated College,Private Un-Aided,U-0629,"Raja Mansingh  Tomar Music & Arts University, Gwalior",State Public University
C-20177,"Nishulka Gurukul Mahavidyalaya, Ramkot, Ayodhya",Uttar Pradesh,Ayodhya,www.gurukulayodhya.com,1925,Urban,Affiliated College,Private Aided (Government Aided),U-0537,"Sampurnanand Sanskrit Vishwavidyalaya,  Varanasi",State Public University
C-22239,"N.I.S., Patiala",Punjab,Patiala,nsnis.org,1961,Urban,Affiliated College,Central Government,U-0383,"Punjabi University, Patiala",State Public University
C-44760,Nistarini College,West Bengal,Purulia,www.nistarinicollege.ac.in,1957,Urban,Affiliated College,Private Aided (Government Aided),U-0583,Sidho-Kanho Birsa University,State Public University
C-74087,NISTHA COLLEGE OF EDUCATION,Madhya Pradesh,Datia,-,2018,Rural,Affiliated College,Private Un-Aided,U-0283,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal",State Public University
C-31087,NISTHA INSTITUTE OF SCIENCE & TECHNOLOGY AZAMGARH,Uttar Pradesh,Azamgarh,www.nist.in,2002,Urban,Recognized Center,Private Un-Aided,U-0283,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal",State Public University
C-71423,NIST INSTITUTE OF MEDICAL SCIENCE,Odisha,Balasore,-,-,Rural,Affiliated College,Private Un-Aided,U-1299,ODISHA UNIVERSITY OF HEALTH SCIENCES,State Public University
